msgid,msgstr
Configure Buying Settings.,Nakonfigurujte nastavenia nákupu.
Configure Product Assembly,Konfigurácia Montáže Produktu
Configure the action to stop the transaction or just warn if the same rate is not maintained.,"Nakonfigurujte akciu na zastavenie transakcie alebo len upozornite, ak sa nezachovala rovnaká sadzba."
Configure the default Price List when creating a new Purchase transaction. Item prices will be fetched from this Price List.,Nakonfigurujte predvolený cenník pri vytváraní novej nákupnej transakcie. Ceny položiek budú načítané z tohto cenníka.
Confirmation Date,Dátum potvrdenia
Connect to Quickbooks,Pripojiť sa k Quickbooks
Connected to QuickBooks,Pripojené ku QuickBooks
Connecting to QuickBooks,Pripájanie k QuickBooks
Connections,Pripojenia
Consider Accounting Dimensions,Zvážte rozmery účtovníctva
Consider Entire Party Ledger Amount,Zvážiť celkovú sumu účtu strany
Consider Minimum Order Qty,Zvážiť minimálne množstvo objednávky
Consider Rejected Warehouses,Zvážiť odmietnuté sklady
Consider Tax or Charge for,Zvážiť daň alebo poplatok pre
Considered In Paid Amount,Posudzované v uhradenej sume
Consolidate Sales Order Items,Konsolidovať položky objednávky predaja
Consolidate Sub Assembly Items,Konsolidovať položky podzostáv
Consolidated,Konsolidované
Consolidated Credit Note,Konsolidovaná dobropisová faktúra
Consolidated Financial Statement,Konsolidovaná účtovná závierka
Consolidated Sales Invoice,Konsolidovaná predajná faktúra
Consultant,Konzultant
Consumable,Spotrebný materiál
Consumable Cost,Náklady na spotrebný materiál
Consumed,Spotrebované
Consumed Amount,Spotrebované množstvo
Consumed Asset Items is mandatory for Decapitalization,Položky spotrebného majetku sú povinné pre dekaptializáciu
Consumed Asset Total Value,Celková hodnota spotrebovaného majetku
Consumed Assets,Spotrebované aktíva
Consumed Items,Spotrebované položky
Consumed Qty,Spotrebované množstvo
Consumed Quantity,Spotrebované množstvo
Consumed Stock Items,Položky spotrebného materiálu
Consumed Stock Items or Consumed Asset Items are mandatory for creating new composite asset,Položky spotrebovaného tovaru alebo spotrebované položky majetku sú povinné pre vytvorenie nového zloženého majetku
"Consumed Stock Items, Consumed Asset Items or Consumed Service Items is mandatory for Capitalization","Spotrebované skladové položky, spotrebované majetkové položky alebo spotrebované servisné položky sú povinné pre kapitalizáciu"
Consumed Stock Total Value,Spotrebovaná celková hodnota zásob
Consumption Rate,Rýchlosť spotreby
Contact,Kontakt
Contact Desc,Popis kontaktu
Contact Details,Kontaktné údaje
Contact Email,Kontaktný e-mail
Contact HTML,HTML pre kontakt
Contact Info,Kontaktné informácie
Contact Information,Kontaktné informácie
Contact List,Zoznam kontaktov
Contact Mobile,Kontaktný mobilný telefón
Contact Mobile No,Kontaktné mobilné číslo
Contact Name,Meno kontaktu
Contact No.,Telefónne číslo.
Contact Person,Kontaktná osoba
Contact Us Settings,Nastavenia „Kontaktujte nás“
Contacts,Kontakty
Content,Obsah
Content Type,Typ obsahu
Continue,Pokračovať
Contra Entry,Zúčtovacia položka
Contract,Zmluva
Contract Details,Podrobnosti zmluvy
Contract End Date,Dátum ukončenia zmluvy
Contract Fulfilment Checklist,Kontrolný zoznam plnenia zmluvy
Contract Period,Obdobie kontraktu
Contract Template,Šablóna zmluvy
Contract Template Fulfilment Terms,Podmienky plnenia šablóny zmluvy
Contract Template Help,Pomoc so šablónou zmluvy
Contract Terms,Podmienky zmluvy
Contract Terms and Conditions,Zmluvné podmienky a ustanovenia
Contribution %,Príspevok %
Contribution (%),Príspevok (%)
Contribution Amount,Suma príspevku
Contribution Qty,Množstvo príspevkov
Contribution to Net Total,Príspevok k čistej sume
Control Action,Kontrola akcie
Control Historical Stock Transactions,Kontrola historických skladových transakcií
Conversion Factor,Faktor konverzie
Conversion Rate,Konverzný kurz
Conversion factor for default Unit of Measure must be 1 in row {0},Prevodný faktor pre predvolenú jednotku merania musí byť 1 v riadku {0}
Conversion factor for item {0} has been reset to 1.0 as the uom {1} is same as stock uom {2}.,"Konverzný faktor pre položku {0} bol resetovaný na 1.0, pretože jednotka miery {1} je rovnaká ako skladová jednotka miery {2}."
Conversion rate cannot be 0 or 1,Konverzný pomer nemôže byť 0 alebo 1
Convert Item Description to Clean HTML in Transactions,Prekonvertovať popis položky na čisté HTML v transakciách
Convert to Group,Konvertovať na skupinu
Convert to Group,Konvertovať na skupinu
Convert to Item Based Reposting,Konvertovať na preúčtovanie na základe položiek
Convert to Ledger,Prevod na hlavnú knihu
Convert to Non-Group,Konvertovať na Ne-Skupinu
Converted,Konvertované
Copied From,Skopírované z
Copy Fields to Variant,Kopírovať polia do variantu
Core,Jadro
Corrective,Korektívne
Corrective Action,Korektívne opatrenie
Corrective Job Card,Korekčná pracovná karta
Corrective Operation,Korekčná operácia
Corrective Operation Cost,Korektívne prevádzkové náklady
Corrective/Preventive,Korekčné/preventívne
Cost,Cena
Cost Center,Stredisko nákladov
Cost Center Allocation,Priradenie nákladového strediska
Cost Center Allocation Percentage,Percentuálne rozdelenie nákladového strediska
Cost Center Allocation Percentages,Percentá alokácie nákladových stredísk
Cost Center For Item with Item Code {0} has been Changed to {1},Stredisko nákladov pre položku s kódom položky {0} bolo zmenené na {1}
Cost Center Name,Názov strediska nákladov
Cost Center Number,Číslo strediska nákladov
Cost Center and Budgeting,Stredisko nákladov a rozpočtovanie
"Cost Center is a part of Cost Center Allocation, hence cannot be converted to a group","Nákladové stredisko je súčasťou alokácie nákladového strediska, preto ho nemožno konvertovať na skupinu"
Cost Center is required in row {0} in Taxes table for type {1},Stredisko nákladov je vyžadované v riadku {0} v tabuľke Dane pre typ {1}
Cost Center with Allocation records can not be converted to a group,Stredisko nákladov so záznamami o alokácii sa nedá previesť na skupinu
Cost Center with existing transactions can not be converted to group,Stredisko s existujúcimi transakciami nemožno konvertovať na skupinu
Cost Center with existing transactions can not be converted to ledger,Stredisko nákladov s existujúcimi transakciami nemožno prekonvertovať na účet hlavnej knihy
Cost Center {0} cannot be used for allocation as it is used as main cost center in other allocation record.,"Stredisko nákladov {0} nemožno použiť na alokáciu, pretože sa používa ako hlavné stredisko nákladov v inom zázname alokácie."
Cost Center {} doesn't belong to Company {},Stredisko nákladov {} nepatrí spoločnosti {}
Cost Center {} is a group cost center and group cost centers cannot be used in transactions,Stredisko nákladov {} je skupinové stredisko nákladov a skupinové strediská nákladov sa nemôžu používať v transakciách.
Cost Center: {0} does not exist,Stredisko nákladov: {0} neexistuje
Cost Centers,Strediská nákladov
Cost Centers for Budgeting and Analysis,Strediská nákladov pre rozpočtovanie a analýzu
Cost Configuration,Konfigurácia nákladov
Cost Per Unit,Cena za jednotku
Cost as on,Cena k dátumu
Cost of Delivered Items,Náklady na dodané položky
Cost of Goods Sold,Cena predaného tovaru
Cost of Issued Items,Náklady na vydané položky
Cost of New Capitalized Asset,Náklady na nový kapitalizovaný majetok
Cost of New Purchase,Cena nového nákupu
Cost of Poor Quality Report,Správa o nákladoch na nízku kvalitu
Cost of Purchased Items,Náklady na zakúpené položky
Cost of Scrapped Asset,Náklady na odpísaný majetok
Cost of Sold Asset,Cena predaného majetku
Cost of various activities,Náklady na rôzne aktivity
Cost to Company (CTC),Náklady pre spoločnosť (CTC)
Costing,Náklady
Costing Amount,Suma nákladov
Costing Details,Podrobnosti o nákladoch
Costing Rate,Sadzba nákladov
Costing and Billing,Náklady a fakturácia
Could Not Delete Demo Data,Nemôžem odstrániť ukážkové údaje
Could not auto create Customer due to the following missing mandatory field(s):,Nemohol sa automaticky vytvoriť Zákazník z dôvodu chýbajúceho(-ich) povinného(-ých) poľa(-í):
Could not auto update shifts. Shift with shift factor {0} needed.,Nemohla sa automaticky aktualizovať zmena. Zmena s faktorom zmeny {0} je potrebná.
"Could not create Credit Note automatically, please uncheck 'Issue Credit Note' and submit again","Nemohlo sa automaticky vytvoriť dobropis, prosím, zrušte zaškrtnutie „Vystaviť dobropis“ a odoslať znova."
Could not detect the Company for updating Bank Accounts,Nemohla sa zistiť Spoločnosť pre aktualizáciu Bankových účtov
Could not find path for,Nemohol som nájsť cestu pre
Could not retrieve information for {0}.,Nepodarilo sa získať informácie pre {0}.
Could not solve criteria score function for {0}. Make sure the formula is valid.,"Nemožno vyriešiť funkciu hodnotenia kritérií pre {0}. Uistite sa, že vzorec je platný."
Could not solve weighted score function. Make sure the formula is valid.,"Nepodarilo sa vyriešiť funkciu váženého skóre. Uistite sa, že vzorec je platný."
"Could not update stock, invoice contains drop shipping item.","Nemohla sa aktualizovať zásoba, faktúra obsahuje položku na priamu dodávku."
Count,Počet
Country,Krajina
Country Code in File does not match with country code set up in the system,Kód krajiny v súbore sa nezhoduje s kódom krajiny nastaveným v systéme
Country of Origin,Krajina pôvodu
Coupon Code,Kód kupónu
Coupon Code Based,Kupónový kód založený na
Coupon Description,Popis kupónu
Coupon Name,Názov kupónu
Coupon Type,Typ kupónu
Cr,Cr
Create,Vytvoriť
Create Chart Of Accounts Based On,Vytvoriť účtovnú osnovu na základe
Create Delivery Trip,Vytvoriť rozvozový výjazd
Create Depreciation Entry,Vytvoriť odpisový záznam
Create Document,Vytvoriť dokument
Create Employee,Vytvoriť zamestnanca
Create Employee Records,Vytvoriť záznamy zamestnancov
Create Employee records.,Vytvorte záznamy zamestnancov.
Create Grouped Asset,Vytvoriť zoskupený majetok
Create Inter Company Journal Entry,Vytvoriť interný účtovný zápis medzi spoločnosťami
Create Invoices,Vytvoriť faktúry
Create Job Card,Vytvoriť pracovnú kartu
Create Job Card based on Batch Size,Vytvoriť pracovnú kartu na základe veľkosti dávky
Create Journal Entries,Vytvorte účtovné zápisy
Create Journal Entry,Vytvoriť účtovný zápis
Create Lead,Vytvoriť lead
Create Leads,Vytvoriť potenciálnych zákazníkov
Create Ledger Entries for Change Amount,Vytvoriť záznamy v hlavnej knihe pre zmenu sumy
Create Link,Vytvoriť odkaz
Create Missing Party,Vytvoriť chýbajúcu stranu
Create Multi-level BOM,Vytvoriť viacúrovňový BOM
Create New Contact,Vytvoriť nový kontakt
Create New Customer,Vytvoriť nového zákazníka
Create New Lead,Vytvoriť nový lead
Create Opportunity,Vytvoriť príležitosť
Create POS Opening Entry,Vytvoriť začiatočný záznam POS (predajného miesta)
Create Payment Entry,Vytvoriť platobný záznam
Create Pick List,Vytvoriť zoznam na vyzdvihnutie
Create Print Format,Vytvoriť tlačový formát
Create Prospect,Vytvoriť potenciálneho zákazníka
Create Purchase Order,Vytvoriť objednávku
Create Purchase Orders,Vytvoriť objednávky
Create Quotation,Vytvoriť cenovú ponuku
Create Raw Materials,Vytvoriť suroviny
Create Receiver List,Vytvoriť zoznam prijímateľov
Create Reposting Entries,Vytvoriť záznamy o opätovnom účtovaní
Create Reposting Entry,Vytvoriť záznam pre opätovné zaúčtovanie
Create Sales Invoice,Vytvoriť faktúru za predaj
Create Sales Order,Vytvoriť predajnú objednávku
Create Sales Orders to help you plan your work and deliver on-time,"Vytvorte predajné objednávky, ktoré vám pomôžu naplánovať prácu a dodať načas"
Create Sample Retention Stock Entry,Vytvoriť vzorovú skladovú položku pre zachovanie zásob
Create Stock Entry,Vytvoriť skladovú položku
Create Supplier Quotation,Vytvorte ponuku dodávateľa
Create Tax Template,Vytvoriť daňovú šablónu
Create Timesheet,Vytvoriť výkaz práce
Create User,Vytvoriť používateľa
Create User Permission,Vytvoriť používateľské oprávnenie
Create Users,Vytvoriť používateľov
Create Variant,Vytvoriť variant
Create Variants,Vytvoriť varianty
Create Workstation,Vytvoriť pracovisko
Create Your First Purchase Invoice,Vytvorte svoju prvú nákupnú faktúru
Create Your First Sales Invoice,Vytvorte svoju prvú predajnú faktúru
Create a Customer,Vytvoriť zákazníka
Create a Finished Good,Vytvoriť hotový výrobok
Create a Fixed Asset Item,Vytvoriť položku dlhodobého majetku
Create a Material Transfer Entry,Vytvoriť záznam o presune materiálu
Create a Product,Vytvoriť produkt
Create a Quotation,Vytvorte cenovú ponuku
Create a Sales Item,Vytvorte predajný tovar
Create a Sales Order,Vytvoriť objednávku predaja
Create a Supplier,Vytvorte dodávateľa
Create a Warehouse,Vytvoriť sklad
Create a new Item,Vytvoriť novú položku
Create a new composite asset,Vytvorte nový zložený majetok
Create a variant with the template image.,Vytvorte variant s obrázkom šablóny.
Create an Asset,Vytvoriť majetok
Create an Asset Category,Vytvorte kategóriu majetku
Create an Asset Item,Vytvoriť položku majetku
Create an Item,Vytvoriť položku
Create an incoming stock transaction for the Item.,Vytvorte prichádzajúcu skladovú transakciu pre položku.
Create and Send Quotation,Vytvoriť a odoslať ponuku
Create customer quotes,Vytvorte cenové ponuky pre zákazníkov
Create first Purchase Order,Vytvorte prvú objednávku
Create in Draft Status,Vytvoriť v stave Návrh
Create missing customer or supplier.,Vytvoriť chýbajúceho zákazníka alebo dodávateľa.
Create your first Bill of Materials,Vytvorte svoj prvý kusovník
Create your first Quotation,Vytvorte svoju prvú ponuku
Create your first Sales Order,Vytvorte vašu prvú predajnú objednávku
Create your first Work Order,Vytvorte svoju prvú pracovnú objednávku
Create {0} {1} ?,Vytvoriť {0} {1} ?
Created On,Vytvorené dňa
Created {0} scorecards for {1} between:,Vytvorené {0} hodnotiace karty pre {1} medzi:
Creating Accounts...,Vytváranie účtov...
Creating Company and Importing Chart of Accounts,Vytvorenie spoločnosti a import účtovnej osnovy
Creating Delivery Note ...,Vytvára sa dodací list ...
Creating Dimensions...,Vytváram dimenzie...
Creating Journal Entries...,Vytváranie účtovných zápisov...
Creating Packing Slip ...,Vytvára sa balík slip ...
Creating Purchase Invoices ...,Vytváranie nákupných faktúr ...
Creating Purchase Order ...,Vytvára sa nákupná objednávka ...
Creating Purchase Receipt ...,Vytvára sa príjmový doklad ...
Creating Sales Invoices ...,Vytváranie predajných faktúr ...
Creating Stock Entry,Vytváranie skladovej položky
Creating Subcontracting Order ...,Vytvára sa objednávka na subdodávku ...
Creating Subcontracting Receipt ...,Vytváranie príjmu subdodávky ...
Creating User...,Vytváranie používateľa...
Creating {} out of {} {},Vytváranie {} z {} {}
Creation,Vytvorenie
Creation Document No,Vytvorenie dokumentu č.
Creation of <b><a href='/app/{0}'>{1}(s)</a></b> successful,Vytvorenie <b><a href='/app/{0}'>{1}(ov)</a></b> úspešné
"Creation of {0} failed. 				Check <b><a href=""/app/bulk-transaction-log"">Bulk Transaction Log</a></b>","Vytvorenie {0} zlyhalo. Skontrolujte <b><a href=""/app/bulk-transaction-log"">Hromadný denník transakcií</a></b>"
"Creation of {0} partially successful. 				Check <b><a href=""/app/bulk-transaction-log"">Bulk Transaction Log</a></b>","Vytvorenie {0} bolo čiastočne úspešné. Skontrolujte <b><a href=""/app/bulk-transaction-log"">Hromadný záznam transakcií</a></b>"
Credit,Kredit
Credit (Transaction),Úver (Transakcia)
Credit ({0}),Kredit ({0})
Credit Account,Kreditný účet
Credit Amount,Suma kreditov
Credit Amount in Account Currency,Suma kreditu v mene účtu
Credit Amount in Transaction Currency,Suma kreditu v transakčnej mene
Credit Balance,Zostatok kreditu
Credit Card,Kreditná karta
Credit Card Entry,Zápis kreditnej karty
Credit Days,Kreditné dni
Credit Limit,Úverový limit
Credit Limit Crossed,Prekročený úverový limit
Credit Limit Settings,Nastavenia úverového limitu
Credit Limit and Payment Terms,Úverový limit a platobné podmienky
Credit Limits,Kreditné limity
Credit Months,Kreditné mesiace
Credit Note,Dobropis
Credit Note Amount,Suma dobropisu
Credit Note Issued,Vystavený dobropis
"Credit Note will update it's own outstanding amount, even if ""Return Against"" is specified.","Dobropis aktualizuje svoj vlastný nesplatený zostatok, aj keď je uvedený ""Return Against""."
Credit Note {0} has been created automatically,Dobropis {0} bol vytvorený automaticky
Credit To,Kreditovať na
Credit in Company Currency,Kredit v mene spoločnosti
Credit limit has been crossed for customer {0} ({1}/{2}),Kreditný limit bol prekročený pre zákazníka {0} ({1}/{2})
Credit limit is already defined for the Company {0},Úverový limit je už definovaný pre spoločnosť {0}
Credit limit reached for customer {0},Dosažený úverový limit pre zákazníka {0}
Creditors,Veritelia
Creditors Account set in Tally,Účet veriteľov nastavený v Tally
Criteria,Kritériá
Criteria Formula,Kritérium vzorec
Criteria Name,Názov kritéria
Criteria Setup,Nastavenie kritérií
Criteria Weight,Kritérium Váha
Criteria weights must add up to 100%,Kritériá musia spolu dosiahnuť 100 %
Cross Listing of Item in multiple groups,Križová kategorizácia položky do viacerých skupín
Cumulative Transaction Threshold,Kumulatívny prah transakcie
Currency,Mena
Currency Exchange,Menový kurz
Currency Exchange Settings,Nastavenia výmeny meny
Currency Exchange Settings Details,Podrobnosti nastavení výmenného kurzu meny
Currency Exchange Settings Result,Nastavenie výsledku výmenného kurzu meny
Currency Exchange must be applicable for Buying or for Selling.,Menový kurz musí byť použiteľný pre nákup alebo predaj.
Currency and Price List,Mena a cenník
Currency can not be changed after making entries using some other currency,Mena sa nedá zmeniť po vykonaní záznamov v inej mene.
Currency for {0} must be {1},Mena pre {0} musí byť {1}
Currency of the Closing Account must be {0},Mena koncového účtu musí byť {0}
Currency of the price list {0} must be {1} or {2},Mena cenníka {0} musí byť {1} alebo {2}
Currency should be same as Price List Currency: {0},Mena by mala byť rovnaká ako mena cenníka: {0}
Current Address,Aktuálna adresa
Current Address Is,Aktuálna adresa je
Current Amount,Aktuálna suma
Current Asset,Aktíva bežného účtovníctva
Current Asset Value,Aktuálna hodnota majetku
Current Assets,Obežné aktíva
Current BOM,Aktuálne BOM
Current BOM and New BOM can not be same,Aktuálna BOM a Nová BOM nemôžu byť rovnaké
Current Exchange Rate,Aktuálny výmenný kurz
Current Index,Aktuálny index
Current Invoice End Date,Dátum ukončenia aktuálnej faktúry
Current Invoice Start Date,Dátum začiatku aktuálnej faktúry
Current Level,Aktuálna úroveň
Current Liabilities,Súčasné záväzky
Current Liability,Súčasná záväzok
Current Node,Aktuálny uzol
Current Qty,Aktuálne množstvo
Current Serial / Batch Bundle,Aktuálna séria / šarža balíka
Current Serial No,Aktuálne sériové číslo
Current State,Aktuálny stav
Current Status,Aktuálny stav
Current Stock,Aktuálny zásoby
Current Time,Aktuálny čas
Current Valuation Rate,Aktuálna hodnota oceňovania
Custodian,Správca
Custody,Opatery
Custom,Vlastné
Custom HTML,Vlastné HTML
Custom Remarks,Vlastné poznámky
Custom delimiters,Vlastné oddeľovače
Custom?,Vlastné?
Customer,Zákazník
Customer,Zákazník
Customer / Item / Item Group,Zákazník / Položka / Skupina položiek
Customer / Lead Address,Adresa zákazníka / potenciálneho zákazníka
Customer Acquisition and Loyalty,Nákup a lojalita zákazníkov
Customer Address,Adresa zákazníka
Customer Addresses And Contacts,Adresy a kontakty zákazníkov
Customer Code,Kód zákazníka
Customer Contact,Kontakt na zákazníka
Customer Contact Email,E-mailový kontakt zákazníka
Customer Credit Balance,Zostatok kreditu zákazníka
Customer Credit Limit,Úverový limit zákazníka
Customer Defaults,Východiskové hodnoty zákazníkov
Customer Details,Podrobnosti o zákazníkovi
Customer Feedback,Spätná väzba zákazníka
Customer Group,Skupina zákazníkov
Customer Group Item,Položka skupiny zákazníkov
Customer Group Name,Názov skupiny zákazníkov
Customer Group: {0} does not exist,Skupina zákazníkov: {0} neexistuje
Customer Groups,Skupiny zákazníkov
Customer Item,Položka zákazníka
Customer Items,Zákaznícke položky
Customer LPO,Zákaznícke LPO
Customer LPO No.,Číslo zákazníka LPO.
Customer Ledger Summary,Zhrnutie hlavnej knihy zákazníka
Customer Mobile No,Zákaznícke mobilné číslo
Customer Name,Meno zákazníka
Customer Name:,Meno zákazníka:
Customer Naming By,Zákazník Pomenovanie Podľa
Customer PO,Zákaznícka objednávka (PO)
Customer PO Details,Podrobnosti objednávky zákazníka
Customer POS Id,ID zákazníka POS
Customer POS id,Zákaznícke ID POS
Customer Portal Users,Používatelia zákazníckeho portálu
Customer Primary Address,Primárna adresa zákazníka
Customer Primary Contact,Hlavný kontakt zákazníka
Customer Provided,Zákazník poskytol
Customer Service,Zákaznícky servis
Customer Territory,Zákaznícke územie
Customer Type,Typ zákazníka
Customer Warehouse (Optional),Zákaznícky sklad (voliteľné)
Customer contact updated successfully.,Aktualizácia kontaktu zákazníka prebehla úspešne.
Customer is required,Zákazník je povinný
Customer isn't enrolled in any Loyalty Program,Zákazník nie je zaregistrovaný v žiadnom vernostnom programe
Customer or Item,Zákazník alebo Položka
Customer required for 'Customerwise Discount',Zákazník je potrebný pre 'Zľavu podľa zákazníka'
Customer {0} does not belong to project {1},Zákazník {0} nepatrí k projektu {1}
Customer's Item Code,Kód položky zákazníka
Customer's Purchase Order,Zákazníkova objednávka
Customer's Purchase Order Date,Dátum objednávky zákazníka
Customer's Purchase Order No,Číslo objednávky zákazníka
Customer-wise Item Price,Cena položky podľa zákazníka
Customer/Lead Name,Meno zákazníka/záujemcu
Customer:,Zákazník:
Customers,Zákazníci
Customers Without Any Sales Transactions,Zákazníci bez akýchkoľvek predajných transakcií
Customers not selected.,Zákazníci nie sú vybraní.
Customerwise Discount,Zľava podľa zákazníka
Customize Homepage Sections,Prispôsobiť sekcie domovskej stránky
Customs Tariff Number,Číslo colného sadzobníka
D - E,D - E
DFS,DFS
Daily,Denne
Daily Project Summary for {0},Denný súhrn projektu pre {0}
Daily Reminders,Denné pripomienky
Daily Time to send,Denný čas na odoslanie
Daily Timesheet Summary,Denný súhrn výkazu práce
Dashboard,Dashboard
Data Based On,Na základe údajov
Data Import Configuration,Konfigurácia importu dát
Data Import and Settings,Import údajov a nastavenia
"Data exported from Tally that consists of the Chart of Accounts, Customers, Suppliers, Addresses, Items and UOMs","Údaje exportované z Tally, ktoré pozostávajú z Účtového rozvrhu, Zákazníkov, Dodávateľov, Adries, Položiek a MJ (jednotky merania)"
Date,Dátum
Date,Dátum
Date Based On,Na základe dátumu
Date Of Retirement,Dátum odchodu do dôchodku
Date Settings,Nastavenia dátumu
Date must be between {0} and {1},Dátum musí byť medzi {0} a {1}
Date of Birth,Dátum narodenia
Date of Birth cannot be greater than today.,Dátum narodenia nemôže byť väčší ako dnešný deň.
Date of Commencement,Dátum začiatku
Date of Commencement should be greater than Date of Incorporation,Dátum začiatku by mal byť väčší ako dátum založenia
Date of Establishment,Dátum založenia
Date of Incorporation,Dátum založenia
Date of Issue,Dátum vydania
Date of Joining,Dátum nástupu
Date of Transaction,Dátum transakcie
Date:,Dátum:
Dates,Dátumy
Day,Deň
Day Book Data,Údaje denníka
Day Book Data exported from Tally that consists of all historic transactions,"Údaje denníka exportované z Tally, ktoré obsahujú všetky historické transakcie"
Day Of Week,Deň v týždni
Day of Week,Deň v týždni
Day to Send,Deň na odoslanie
Day(s) after invoice date,Deň (dni) po dátume faktúry
Day(s) after the end of the invoice month,Dni po konci mesiaca faktúry
Days,Dni
Days Since Last Order,Dni od poslednej objednávky
Days Since Last order,Dní od poslednej objednávky
Days Until Due,Počet dní do splatnosti
Days before the current subscription period,Dni pred aktuálnym obdobím predplatného
DeLinked,DeLinked
Deal Owner,Vlastník obchodu
Dear,Vážení
"Dear System Manager,","Vážený systémový manažér,"
Debit,Debet
Debit (Transaction),Debet (Transakcia)
Debit ({0}),Debet ({0})
Debit Account,Debetný účet
Debit Amount,Suma na ťarchu
Debit Amount in Account Currency,Debetná suma v mene účtu
Debit Amount in Transaction Currency,Suma debetu v transakčnej mene
Debit Note,"""Dobropis"""
Debit Note Amount,Suma dobropisu
Debit Note Issued,Vystavená dobropisová faktúra
"Debit Note will update it's own outstanding amount, even if ""Return Against"" is specified.","Debetný dobropis aktualizuje svoju vlastnú nesplatenú sumu, aj keď je uvedené ""Vrátenie voči""."
Debit To,Debet na
Debit To is required,"""Debet na"" je povinný"
Debit and Credit not equal for {0} #{1}. Difference is {2}.,Debet a kredit nie sú rovnaké pre {0} #{1}. Rozdiel je {2}.
Debit in Company Currency,Debet v mene spoločnosti
Debit to,Debet na
Debit-Credit Mismatch,Nesúlad debetu a kreditu
Debit-Credit mismatch,Nesúlad medzi debetom a kreditom
Debtors,Dlžníci
Debtors Account set in Tally,Účet dlžníkov nastavený v Tally
Decapitalization,Dekapitalizácia
Decapitalized,Decapitalizované
Declare Lost,Vyhlásiť stratu
Deduct,Odpočítať
Deductee Details,Údaje o daňovníkovi
Deductions or Loss,Odpočty alebo strata
Default,Predvolené
Default Account,Predvolený účet
Default Accounts,Predvolené účty
Default Activity Cost exists for Activity Type - {0},Predvolená cena aktivity existuje pre typ aktivity - {0}
Default Advance Account,Predvolený účet zálohy
Default Advance Paid Account,Predvolený účet pre prijaté preddavky
Default Advance Received Account,Predvolený účet preddavkov prijatých
Default BOM,Predvolený BOM
Default BOM ({0}) must be active for this item or its template,Predvolená BOM ({0}) musí byť aktívna pre túto položku alebo jej šablónu
Default BOM for {0} not found,Predvolená kusovník pre {0} nebola nájdená
Default BOM not found for FG Item {0},Predvolený kusovník nebol nájdený pre finálny výrobok {0}
Default BOM not found for Item {0} and Project {1},Predvolený BOM nebol nájdený pre položku {0} a projekt {1}
Default Bank Account,Predvolený bankový účet
Default Billing Rate,Predvolená sadzba za účtovanie
Default Buying Cost Center,Predvolený nákladový stredisko nákupu
Default Buying Price List,Predvolený cenník nákupu
Default Buying Terms,Predvolené podmienky nákupu
Default Cash Account,Predvolený hotovostný účet
Default Common Code,Predvolený spoločný kód
Default Company,Predvolená spoločnosť
Default Company Bank Account,Predvolený bankový účet spoločnosti
Default Cost Center,Predvolené nákladové stredisko
Default Cost of Goods Sold Account,Predvolený účet nákladov na predaný tovar
Default Costing Rate,Predvolená sadzba nákladov
Default Currency,Predvolená mena
Default Customer Group,Predvolená Skupina Zákazníkov
Default Deferred Expense Account,Predvolený účet pre odložené náklady
Default Deferred Revenue Account,Predvolený účet odloženej úhrady
Default Dimension,Predvolená dimenzia
Default Discount Account,Predvolený zľavový účet
Default Distance Unit,Predvolená jednotka vzdialenosti
Default Expense Account,Predvolený nákladový účet
Default Finance Book,Predvolená účtovná kniha
Default Finished Goods Warehouse,Predvolený sklad hotových výrobkov
Default Holiday List,Predvolený zoznam sviatkov
Default In-Transit Warehouse,Predvolený sklad počas prepravy
Default Income Account,Predvolený príjmový účet
Default Inventory Account,Predvolený účet inventára
Default Item Group,Predvolená skupina položiek
Default Item Manufacturer,Predvolený výrobca položky
Default Letter Head,Predvolená hlavička listu
Default Manufacturer Part No,Predvolený výrobný diel č.
Default Material Request Type,Predvolený typ žiadosti na materiál
Default Operating Cost Account,Predvolený účet prevádzkových nákladov
Default Payable Account,Predvolený účet záväzkov
Default Payment Discount Account,Predvolený účet pre zľavy z platieb
Default Payment Request Message,Predvolená správa o platobnej požiadavke
Default Payment Terms Template,Predvolená šablóna platobných podmienok
Default Price List,Predvolený cenník
Default Priority,Predvolená priorita
Default Provisional Account,Predvolený predbežný účet
Default Purchase Unit of Measure,Predvolená nákupná jednotka merania
Default Quotation Validity Days,Predvolené dni platnosti ponuky
Default Receivable Account,Predvolený pohľadávkový účet
Default Round Off Account,Predvolený účet zaokrúhlenia
Default Sales Unit of Measure,Predvolená predajná merná jednotka
Default Scrap Warehouse,Predvolený sklad odpadu
Default Selling Cost Center,Predvolený nákladový stredisko predaja
Default Selling Terms,Predvolené predajné podmienky
Default Service Level Agreement,Predvolená úroveň servisnej zmluvy
Default Service Level Agreement for {0} already exists.,Predvolená dohoda o úrovni služieb pre {0} už existuje.
Default Shipping Account,Predvolený účet pre dopravu
Default Source Warehouse,Predvolený sklad zdroja
Default Stock UOM,Predvolená skladová merná jednotka
Default Supplier,Predvolený dodávateľ
Default Supplier Group,Predvolená skupina dodávateľov
Default Target Warehouse,Predvolený cieľový sklad
Default Territory,Predvolená oblasť
Default UOM,Predvolená MJ
Default Unit of Measure,Predvolená merná jednotka
